N°,Ubigeo,Empresa Operadora,Region,Provincia,Distrito,Centro Poblado,2G,3G,4G,5G
211,0201010001,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,HUARAZ,HUARAZ,14.0,42.0,52.0,
212,0201010005,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,HUARAZ,MANZANA,,1.0,1.0,
213,0201010009,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,HUARAZ,LOS PINOS,,2.0,2.0,
214,0201010014,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,HUARAZ,PEDREGAL ALTO (PEDREGAL),,1.0,2.0,
215,0201010054,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,HUARAZ,TUMA,1.0,,,
216,0201020001,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,COCHABAMBA,COCHABAMBA,1.0,,2.0,
217,0201030001,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,COLCABAMBA,COLCABAMBA,1.0,,,
218,0201040001,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,HUANCHAY,HUANCHAY,1.0,,,
219,0201050001,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,CENTENARIO,3.0,21.0,25.0,
220,0201050008,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,SAN MIGUEL DE TINYASH,2.0,2.0,,
221,0201050021,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,SAN MARTIN DE PARIA,1.0,2.0,3.0,
222,0201050037,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,JINUA,,1.0,,
223,0201050040,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,TISHCO,,1.0,2.0,
224,0201050050,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,ALIANZA,,2.0,2.0,
225,0201050056,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,SHANCAYAN ALTO (SHANCAYAN),2.0,4.0,5.0,
226,0201050075,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,COCHAC,,1.0,2.0,
227,0201050083,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,INDEPENDENCIA,NUEVA ESPERANZA,,1.0,2.0,
228,0201060005,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,JANGAS,JAHUA,,1.0,2.0,
229,0201070033,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,LA LIBERTAD,ACAPA,1.0,1.0,1.0,
230,0201080008,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,OLLEROS,ACO,1.0,,,
231,0201080019,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,OLLEROS,HUARIPAMPA,1.0,,2.0,
232,0201080027,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,OLLEROS,BEDOYA,1.0,,,
233,0201100001,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,PARIACOTO,PARIACOTO,1.0,1.0,1.0,
234,0201100024,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,PARIACOTO,CHACCHAN,1.0,,,
235,0201110001,Telefónica del Perú S.A.A.,ANCASH,HUARAZ,PIRA,PIRA,2.0,,,
236,0202010001,Telefónica del Perú S.A.A.,ANCASH,AIJA,AIJA,AIJA,1.0,2.0,1.0,
237,0202020001,Telefónica del Perú S.A.A.,ANCASH,AIJA,CORIS,CORIS,2.0,,,
238,0202030001,Telefónica del Perú S.A.A.,ANCASH,AIJA,HUACLLAN,HUACLLAN,2.0,,,
239,0202040029,Telefónica del Perú S.A.A.,ANCASH,AIJA,LA MERCED,LLAHUAC,2.0,,,
240,0202040046,Telefónica del Perú S.A.A.,ANCASH,AIJA,LA MERCED,SAN GERONIMO,1.0,,,
241,0203010055,Telefónica del Perú S.A.A.,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,OCSHOPUQUIO,1.0,1.0,2.0,
242,0203020001,Telefónica del Perú S.A.A.,ANCASH,ANTONIO RAYMONDI,ACZO,ACZO,1.0,,,
243,0203020031,Telefónica del Perú S.A.A.,ANCASH,ANTONIO RAYMONDI,ACZO,SAN PEDRO DE UCHUPATA,1.0,,,
244,0203050014,Telefónica del Perú S.A.A.,ANCASH,ANTONIO RAYMONDI,MIRGAS,TINGO (RACJRA),1.0,2.0,3.0,
245,0203050047,Telefónica del Perú S.A.A.,ANCASH,ANTONIO RAYMONDI,MIRGAS,SAN MARTIN DE PUNCA,1.0,,2.0,
246,0203060005,Telefónica del Perú S.A.A.,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,COTOSH,1.0,,,
247,0203060019,Telefónica del Perú S.A.A.,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,CANTU (FLOR DE CANTU),2.0,,,
248,0204010001,Telefónica del Perú S.A.A.,ANCASH,ASUNCION,CHACAS,CHACAS,,1.0,1.0,
249,0205010004,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,CHIQUIAN,CARCAS,1.0,,1.0,
250,0205010079,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,CHIQUIAN,GOSUPAMPA,1.0,1.0,1.0,
251,0205030001,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,RAQUIA,1.0,4.0,5.0,
252,0205030006,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,PARAISO,1.0,2.0,3.0,
253,0205040021,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,AQUIA,PACHAPAQUI,2.0,,,
254,0205050016,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,CAJACAY,CHUPANCAYAN,,1.0,1.0,
255,0205070001,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,COLQUIOC,CHASQUITAMBO,1.0,2.0,3.0,
256,0205080001,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,HUALLANCA,HUALLANCA,2.0,,1.0,
257,0205080018,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,HUALLANCA,PUCARRAJU,1.0,,,
258,0205080029,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,HUALLANCA,CHUSPIC,1.0,2.0,2.0,
259,0205100022,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,HUAYLLACAYAN,COTURAN,1.0,2.0,3.0,
260,0205100055,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,HUAYLLACAYAN,OCACHACRA,1.0,,,
261,0205130001,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,PACLLON,PACLLON,1.0,,2.0,
262,0205130002,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,PACLLON,LLAMAC,2.0,,2.0,
263,0205140007,Telefónica del Perú S.A.A.,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,CARHUAJARA,1.0,2.0,4.0,
264,0206010001,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,CARHUAZ,CARHUAZ,1.0,3.0,4.0,
265,0206010005,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,CARHUAZ,TUCSHU,1.0,,2.0,
266,0206010009,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,CARHUAZ,HUALCAN,1.0,,,
267,0206010019,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,CARHUAZ,YUNCUR,1.0,,2.0,
268,0206010028,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,CARHUAZ,ARHUEYPAMPA,2.0,2.0,2.0,
269,0206010074,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,CARHUAZ,PUNYA,1.0,,1.0,
270,0206030001,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,AMASHCA,AMASHCA,1.0,,,
271,0206030003,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,AMASHCA,CUTUNAN,1.0,,,
272,0206060001,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,MARCARA,MARCARA,1.0,2.0,2.0,
273,0206060028,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,MARCARA,HUASCAPAMPA,1.0,,2.0,
274,0206070002,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,PARIAHUANCA,OCUTUNAN,,1.0,,
275,0206090001,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,SHILLA,SHILLA,1.0,,,
276,0206100005,Telefónica del Perú S.A.A.,ANCASH,CARHUAZ,TINCO,MISHQUI,1.0,,2.0,
277,0207010096,Telefónica del Perú S.A.A.,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,BUENA VISTA,1.0,2.0,,
278,0207020001,Telefónica del Perú S.A.A.,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,SAN NICOLAS,1.0,,,
279,0207020026,Telefónica del Perú S.A.A.,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,RANCHAJ,2.0,,2.0,
280,0207030027,Telefónica del Perú S.A.A.,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,CHACPA,1.0,1.0,2.0,
281,0208010001,Telefónica del Perú S.A.A.,ANCASH,CASMA,CASMA,CASMA,2.0,6.0,5.0,
282,0208010006,Telefónica del Perú S.A.A.,ANCASH,CASMA,CASMA,CALLEJON DE AQUIÑO,1.0,2.0,3.0,
283,0208010036,Telefónica del Perú S.A.A.,ANCASH,CASMA,CASMA,CHOLOQUE,1.0,,,
284,0208010044,Telefónica del Perú S.A.A.,ANCASH,CASMA,CASMA,RIO SECO,,1.0,,
285,0208010046,Telefónica del Perú S.A.A.,ANCASH,CASMA,CASMA,CASMA VILLAHERMOSA,,1.0,2.0,
286,0208020035,Telefónica del Perú S.A.A.,ANCASH,CASMA,BUENA VISTA ALTA,SECHIN ALTO,,1.0,,
287,0208030002,Telefónica del Perú S.A.A.,ANCASH,CASMA,COMANDANTE NOEL,TORTUGAS,1.0,1.0,3.0,
288,0208040001,Telefónica del Perú S.A.A.,ANCASH,CASMA,YAUTAN,YAUTAN,1.0,,3.0,
289,0208040025,Telefónica del Perú S.A.A.,ANCASH,CASMA,YAUTAN,CACHIPAMPA BAJA,1.0,,2.0,
290,0208040060,Telefónica del Perú S.A.A.,ANCASH,CASMA,YAUTAN,JAIHUA ALTA,2.0,,3.0,
291,0208040063,Telefónica del Perú S.A.A.,ANCASH,CASMA,YAUTAN,CASABLANCA,1.0,,,
292,0209010001,Telefónica del Perú S.A.A.,ANCASH,CORONGO,CORONGO,CORONGO,2.0,1.0,2.0,
293,0209020005,Telefónica del Perú S.A.A.,ANCASH,CORONGO,ACO,SAN ISIDRO,1.0,1.0,1.0,
294,0209030001,Telefónica del Perú S.A.A.,ANCASH,CORONGO,BAMBAS,BAMBAS,2.0,,,
295,0209040008,Telefónica del Perú S.A.A.,ANCASH,CORONGO,CUSCA,HUALLCALLANCA,3.0,,,
296,0209040011,Telefónica del Perú S.A.A.,ANCASH,CORONGO,CUSCA,TARICA,2.0,,,
297,0209070001,Telefónica del Perú S.A.A.,ANCASH,CORONGO,YUPAN,YUPAN,1.0,,,
298,0210010001,Telefónica del Perú S.A.A.,ANCASH,HUARI,HUARI,HUARI,1.0,1.0,1.0,
299,0210020004,Telefónica del Perú S.A.A.,ANCASH,HUARI,ANRA,ALTO CASCAY,1.0,,,
300,0210040001,Telefónica del Perú S.A.A.,ANCASH,HUARI,CHAVIN DE HUANTAR,CHAVIN DE HUANTAR,1.0,3.0,3.0,
301,0210040018,Telefónica del Perú S.A.A.,ANCASH,HUARI,CHAVIN DE HUANTAR,CHACPAR,2.0,,,
302,0210040039,Telefónica del Perú S.A.A.,ANCASH,HUARI,CHAVIN DE HUANTAR,YANACANCHA,1.0,2.0,3.0,
303,0210050001,Telefónica del Perú S.A.A.,ANCASH,HUARI,HUACACHI,HUACACHI,1.0,,,
304,0210060005,Telefónica del Perú S.A.A.,ANCASH,HUARI,HUACCHIS,YANAS,1.0,,2.0,
305,0210070001,Telefónica del Perú S.A.A.,ANCASH,HUARI,HUACHIS,HUACHIS,1.0,,,
306,0210070003,Telefónica del Perú S.A.A.,ANCASH,HUARI,HUACHIS,HUARIAMAZGA,1.0,2.0,3.0,
307,0210080013,Telefónica del Perú S.A.A.,ANCASH,HUARI,HUANTAR,ACOPARA,2.0,,1.0,
308,0210090010,Telefónica del Perú S.A.A.,ANCASH,HUARI,MASIN,ACLLACANCHA,2.0,2.0,3.0,
309,0210100012,Telefónica del Perú S.A.A.,ANCASH,HUARI,PAUCAS,VISCAS,1.0,,,
310,0210110001,Telefónica del Perú S.A.A.,ANCASH,HUARI,PONTO,PONTO,1.0,,,
311,0210110002,Telefónica del Perú S.A.A.,ANCASH,HUARI,PONTO,YUNGUILLA,2.0,,,
312,0210120001,Telefónica del Perú S.A.A.,ANCASH,HUARI,RAHUAPAMPA,RAHUAPAMPA,1.0,4.0,5.0,
313,0210130001,Telefónica del Perú S.A.A.,ANCASH,HUARI,RAPAYAN,RAPAYAN,1.0,2.0,3.0,
314,0210140019,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,AYASH,1.0,1.0,1.0,
315,0210140021,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,CARHUAYOC,1.0,2.0,2.0,
316,0210140037,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,ANTAMINA,10.0,13.0,9.0,
317,0210140057,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,SHAHUANGA,4.0,6.0,7.0,
318,0210140064,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,CHALLHUAYACO,1.0,,1.0,
319,0210140100,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,CONTONGA,2.0,,2.0,
320,0210140115,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,YANACANCHA,4.0,2.0,4.0,
321,0210140125,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN MARCOS,ATOJHUACHANGA,1.0,2.0,3.0,
322,0210150006,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN PEDRO DE CHANA,CASHA UCRO,2.0,,1.0,
323,0210150020,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN PEDRO DE CHANA,VICHON,2.0,,,
324,0210150024,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN PEDRO DE CHANA,VISTOSO,,1.0,,
325,0210150026,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN PEDRO DE CHANA,PICHIU CENTRO,1.0,2.0,2.0,
326,0210150027,Telefónica del Perú S.A.A.,ANCASH,HUARI,SAN PEDRO DE CHANA,HUANCAYOC,2.0,1.0,4.0,
327,0211010001,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,HUARMEY,HUARMEY,2.0,4.0,5.0,
328,0211010012,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,HUARMEY,MARIA CRISTINA,2.0,,,
329,0211010020,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,HUARMEY,TUQUILLO,1.0,2.0,1.0,
330,0211010022,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,HUARMEY,MANDINGA,1.0,2.0,1.0,
331,0211010031,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,HUARMEY,PUERTO HUARMEY,,1.0,,
332,0211020001,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,COCHAPETI,COCHAPETI,1.0,,,
333,0211030001,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,CULEBRAS,CALETA CULEBRAS,1.0,1.0,1.0,
334,0211030014,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,CULEBRAS,QUITA SOMBERO,,1.0,,
335,0211040001,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,HUAYAN,HUAYAN,2.0,,,
336,0211050001,Telefónica del Perú S.A.A.,ANCASH,HUARMEY,MALVAS,MALVAS,2.0,2.0,3.0,
337,0212010001,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,CARAZ,CARAZ,4.0,3.0,8.0,
338,0212010003,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,CARAZ,COCHAMARCA,1.0,,3.0,
339,0212010007,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,CARAZ,CULLASHPAMPA,1.0,,,
340,0212010028,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,CARAZ,CULLUNA,1.0,,2.0,
341,0212030001,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,HUATA,HUATA,1.0,,,
342,0212040004,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,HUAYLAS,SHUYO,1.0,1.0,,
343,0212060001,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,PAMPAROMAS,PAMPAROMAS,2.0,1.0,3.0,
344,0212060053,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,PAMPAROMAS,CHACLANCAYO,2.0,,,
345,0212060055,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,PAMPAROMAS,ACHAHUAS,1.0,,,
346,0212060069,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,1.0,2.0,,
347,0212070017,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,PUEBLO LIBRE,COIROCSHO,1.0,,4.0,
348,0212080001,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,SANTA CRUZ,HUARIPAMPA,1.0,,,
349,0212100023,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,YURACMARCA,QUITARACZA,2.0,,2.0,
350,0212100024,Telefónica del Perú S.A.A.,ANCASH,HUAYLAS,YURACMARCA,SECSI,1.0,,,
351,0213030001,Telefónica del Perú S.A.A.,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,PAMPACHACRA,1.0,,2.0,
352,0213030008,Telefónica del Perú S.A.A.,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,HONUHUANAY,1.0,,,
353,0213040001,Telefónica del Perú S.A.A.,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,SANACHGAN,1.0,,,
354,0213040034,Telefónica del Perú S.A.A.,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,COCOBAMBA,1.0,,2.0,
355,0213060036,Telefónica del Perú S.A.A.,ANCASH,MARISCAL LUZURIAGA,LLUMPA,LLUICHOCOLPAN,1.0,,2.0,
356,0213070005,Telefónica del Perú S.A.A.,ANCASH,MARISCAL LUZURIAGA,LUCMA,CARHUACASHA,2.0,3.0,5.0,
357,0213070046,Telefónica del Perú S.A.A.,ANCASH,MARISCAL LUZURIAGA,LUCMA,MASQUICHOGO,1.0,2.0,,
358,0214010001,Telefónica del Perú S.A.A.,ANCASH,OCROS,OCROS,OCROS,1.0,4.0,3.0,
359,0214020001,Telefónica del Perú S.A.A.,ANCASH,OCROS,ACAS,ACAS,1.0,2.0,3.0,
360,0214020007,Telefónica del Perú S.A.A.,ANCASH,OCROS,ACAS,LLAMACHUPAN,2.0,,,
361,0214040001,Telefónica del Perú S.A.A.,ANCASH,OCROS,CARHUAPAMPA,ACO,1.0,2.0,3.0,
362,0214040002,Telefónica del Perú S.A.A.,ANCASH,OCROS,CARHUAPAMPA,PIMACHE,1.0,,,
363,0214050002,Telefónica del Perú S.A.A.,ANCASH,OCROS,COCHAS,PUEBLO NUEVO - HUANCHAY (CARACHA),2.0,,,
364,0214050018,Telefónica del Perú S.A.A.,ANCASH,OCROS,COCHAS,COCHAS,2.0,,,
365,0214060001,Telefónica del Perú S.A.A.,ANCASH,OCROS,CONGAS,CONGAS,2.0,1.0,2.0,
366,0214070010,Telefónica del Perú S.A.A.,ANCASH,OCROS,LLIPA,CUMUPATE,1.0,,1.0,
367,0214080001,Telefónica del Perú S.A.A.,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,RAJAN,2.0,2.0,4.0,
368,0214090001,Telefónica del Perú S.A.A.,ANCASH,OCROS,SAN PEDRO,COPA,2.0,,,
369,0214100001,Telefónica del Perú S.A.A.,ANCASH,OCROS,SANTIAGO DE CHILCAS,SANTIAGO DE CHILCAS,1.0,,1.0,
370,0215010002,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CABANA,POCSHA,1.0,2.0,2.0,
371,0215010007,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CABANA,RESPONDON,1.0,2.0,3.0,
372,0215020001,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,BOLOGNESI,BOLOGNESI,1.0,,1.0,
373,0215020026,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,BOLOGNESI,SAGASACAPE,,,4.0,
374,0215030001,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CONCHUCOS,CONCHUCOS,2.0,,1.0,
375,0215030007,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CONCHUCOS,MARAYPAMPA,2.0,,,
376,0215030012,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CONCHUCOS,CHALAN,2.0,,2.0,
377,0215030017,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CONCHUCOS,HUATAULLO,2.0,,2.0,
378,0215030022,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CONCHUCOS,SANTA ANA,2.0,,,
379,0215030042,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,CONCHUCOS,MAYAS,2.0,,,
380,0215050001,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,HUANDOVAL,HUANDOVAL,1.0,,,
381,0215060001,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,LACABAMBA,LACABAMBA,2.0,,,
382,0215070001,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,LLAPO,LLAPO,2.0,,,
383,0215090001,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,PAMPAS,PAMPAS,1.0,,,
384,0215090017,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,PAMPAS,MONGON,2.0,,,
385,0215090029,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,PAMPAS,CONZUZO,2.0,,,
386,0215090043,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,PAMPAS,COCHACONCHUCOS,1.0,,,
387,0215090066,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,PAMPAS,CHORRO OSCURO,2.0,,,
388,0215100001,Telefónica del Perú S.A.A.,ANCASH,PALLASCA,SANTA ROSA,SANTA ROSA,2.0,,,
389,0216010001,Telefónica del Perú S.A.A.,ANCASH,POMABAMBA,POMABAMBA,POMABAMBA,,2.0,3.0,
390,0216010195,Telefónica del Perú S.A.A.,ANCASH,POMABAMBA,POMABAMBA,HUARIJIRCA,1.0,2.0,2.0,
391,0216030006,Telefónica del Perú S.A.A.,ANCASH,POMABAMBA,PAROBAMBA,HUANCHAYLLO,2.0,,2.0,
392,0216030012,Telefónica del Perú S.A.A.,ANCASH,POMABAMBA,PAROBAMBA,YAHUARCOCHA,1.0,1.0,1.0,
393,0216030026,Telefónica del Perú S.A.A.,ANCASH,POMABAMBA,PAROBAMBA,CAJAS,,1.0,,
394,0216030054,Telefónica del Perú S.A.A.,ANCASH,POMABAMBA,PAROBAMBA,CANCHAN,1.0,1.0,5.0,
395,0217010001,Telefónica del Perú S.A.A.,ANCASH,RECUAY,RECUAY,RECUAY,1.0,1.0,3.0,
396,0217010011,Telefónica del Perú S.A.A.,ANCASH,RECUAY,RECUAY,COLLAHUASI,1.0,,,
397,0217020082,Telefónica del Perú S.A.A.,ANCASH,RECUAY,CATAC,CONOCOCHA,1.0,1.0,2.0,
398,0217030001,Telefónica del Perú S.A.A.,ANCASH,RECUAY,COTAPARACO,COTAPARACO,2.0,2.0,3.0,
399,0217040023,Telefónica del Perú S.A.A.,ANCASH,RECUAY,HUAYLLAPAMPA,SHUPLLACOCHA,1.0,2.0,3.0,
400,0217050002,Telefónica del Perú S.A.A.,ANCASH,RECUAY,LLACLLIN,CHARCA,1.0,2.0,2.0,
401,0217050009,Telefónica del Perú S.A.A.,ANCASH,RECUAY,LLACLLIN,CHAUCAYAN,1.0,,,
402,0217060001,Telefónica del Perú S.A.A.,ANCASH,RECUAY,MARCA,MARCA,1.0,2.0,3.0,
403,0217060011,Telefónica del Perú S.A.A.,ANCASH,RECUAY,MARCA,ROSAS PAMPA,1.0,,,
404,0217070001,Telefónica del Perú S.A.A.,ANCASH,RECUAY,PAMPAS CHICO,PAMPAS CHICO,3.0,,2.0,
405,0217070005,Telefónica del Perú S.A.A.,ANCASH,RECUAY,PAMPAS CHICO,COLQUIMARCA,1.0,1.0,2.0,
406,0217070006,Telefónica del Perú S.A.A.,ANCASH,RECUAY,PAMPAS CHICO,HUAMBO,1.0,,,
407,0217080001,Telefónica del Perú S.A.A.,ANCASH,RECUAY,PARARIN,PARARIN,1.0,3.0,1.0,
408,0217090001,Telefónica del Perú S.A.A.,ANCASH,RECUAY,TAPACOCHA,TAPACOCHA,1.0,2.0,3.0,
409,0217100001,Telefónica del Perú S.A.A.,ANCASH,RECUAY,TICAPAMPA,TICAPAMPA,1.0,2.0,3.0,
410,0218010001,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,CHIMBOTE,28.0,65.0,71.0,
411,0218010006,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,RINCONADA,2.0,2.0,3.0,
412,0218010012,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,LUPAHUARY,2.0,,,
413,0218010030,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,CASCAJAL BAJO - LA CUADRA,,,1.0,
414,0218010049,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,CAMBIO PUENTE,1.0,1.0,3.0,
415,0218010052,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,SAN JOSE,,1.0,2.0,
416,0218010064,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,PORVENIR,,1.0,2.0,
417,0218010078,Telefónica del Perú S.A.A.,ANCASH,SANTA,CHIMBOTE,EL PEDREGAL,,,1.0,
418,0218020001,Telefónica del Perú S.A.A.,ANCASH,SANTA,CACERES DEL PERU,JIMBE,1.0,,,
419,0218020069,Telefónica del Perú S.A.A.,ANCASH,SANTA,CACERES DEL PERU,COLCAP,1.0,,2.0,
420,0218030001,Telefónica del Perú S.A.A.,ANCASH,SANTA,COISHCO,COISHCO,1.0,4.0,6.0,
421,0218040001,Telefónica del Perú S.A.A.,ANCASH,SANTA,MACATE,MACATE,,1.0,2.0,
422,0218040002,Telefónica del Perú S.A.A.,ANCASH,SANTA,MACATE,CHUQUICARA,2.0,,,
423,0218040029,Telefónica del Perú S.A.A.,ANCASH,SANTA,MACATE,LACRAPARA,1.0,2.0,5.0,
424,0218040052,Telefónica del Perú S.A.A.,ANCASH,SANTA,MACATE,COCHIRCA,1.0,,,
425,0218040084,Telefónica del Perú S.A.A.,ANCASH,SANTA,MACATE,SANTA ANA,2.0,,,
426,0218050001,Telefónica del Perú S.A.A.,ANCASH,SANTA,MORO,MORO,1.0,2.0,3.0,
427,0218060012,Telefónica del Perú S.A.A.,ANCASH,SANTA,NEPEÑA,SAN JACINTO,1.0,1.0,3.0,
428,0218060020,Telefónica del Perú S.A.A.,ANCASH,SANTA,NEPEÑA,LA GRAMA,1.0,2.0,1.0,
429,0218080001,Telefónica del Perú S.A.A.,ANCASH,SANTA,SANTA,SANTA,1.0,3.0,7.0,
430,0218090001,Telefónica del Perú S.A.A.,ANCASH,SANTA,NUEVO CHIMBOTE,BUENOS AIRES,9.0,41.0,42.0,
431,0218090014,Telefónica del Perú S.A.A.,ANCASH,SANTA,NUEVO CHIMBOTE,NUEVO AMANECER,,1.0,2.0,
