N°,Ubigeo,Empresa Operadora,Region,Provincia,Distrito,Centro Poblado,2G,3G,4G,5G
10188,0604170017,Entel Perú S.A.,CAJAMARCA,CHOTA,TACABAMBA,PALMA GRANDE,1.0,1.0,2.0,
10189,0604170038,Entel Perú S.A.,CAJAMARCA,CHOTA,TACABAMBA,PEÑA BLANCA,,,1.0,
10190,0605010062,Entel Perú S.A.,CAJAMARCA,CONTUMAZA,CONTUMAZA,LA PAMPA,,1.0,1.0,
10191,0605020001,Entel Perú S.A.,CAJAMARCA,CONTUMAZA,CHILETE,CHILETE,,1.0,1.0,
10192,0605070032,Entel Perú S.A.,CAJAMARCA,CONTUMAZA,TANTARICA,CARMECHE,,,1.0,
10193,0605080001,Entel Perú S.A.,CAJAMARCA,CONTUMAZA,YONAN,TEMBLADERA,,1.0,1.0,
10194,0606010001,Entel Perú S.A.,CAJAMARCA,CUTERVO,CUTERVO,CUTERVO,1.0,1.0,2.0,
10195,0606010036,Entel Perú S.A.,CAJAMARCA,CUTERVO,CUTERVO,SAN LORENZO,1.0,,2.0,
10196,0606080008,Entel Perú S.A.,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,GRAMALOTE,,1.0,2.0,
10197,0606130001,Entel Perú S.A.,CAJAMARCA,CUTERVO,SANTO TOMAS,SANTO TOMAS,,1.0,2.0,
10198,0606140024,Entel Perú S.A.,CAJAMARCA,CUTERVO,SOCOTA,LA PROVIDENCIA,,1.0,1.0,
10199,0607010001,Entel Perú S.A.,CAJAMARCA,HUALGAYOC,BAMBAMARCA,BAMBAMARCA,,,2.0,
10200,0607010125,Entel Perú S.A.,CAJAMARCA,HUALGAYOC,BAMBAMARCA,LUCMA SAN RAFAEL,1.0,1.0,2.0,
10201,0607030001,Entel Perú S.A.,CAJAMARCA,HUALGAYOC,HUALGAYOC,HUALGAYOC,,1.0,1.0,
10202,0607030018,Entel Perú S.A.,CAJAMARCA,HUALGAYOC,HUALGAYOC,EL TINGO,,,2.0,
10203,0608010001,Entel Perú S.A.,CAJAMARCA,JAEN,JAEN,JAEN,1.0,,10.0,
10204,0608010003,Entel Perú S.A.,CAJAMARCA,JAEN,JAEN,FILA ALTA,,,1.0,
10205,0608010029,Entel Perú S.A.,CAJAMARCA,JAEN,JAEN,MIRAFLORES ALTO JAEN,,1.0,,
10206,0608010055,Entel Perú S.A.,CAJAMARCA,JAEN,JAEN,SANTA TERESITA,,1.0,2.0,
10207,0608020005,Entel Perú S.A.,CAJAMARCA,JAEN,BELLAVISTA,SAN AGUSTIN,,,2.0,
10208,0608020006,Entel Perú S.A.,CAJAMARCA,JAEN,BELLAVISTA,SANTA CRUZ I,,1.0,1.0,
10209,0608080001,Entel Perú S.A.,CAJAMARCA,JAEN,PUCARA,PUCARA,,,1.0,
10210,0609010001,Entel Perú S.A.,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,SAN IGNACIO,,,2.0,
10211,0609010028,Entel Perú S.A.,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,SANTA ROSA,1.0,1.0,2.0,
10212,0609020001,Entel Perú S.A.,CAJAMARCA,SAN IGNACIO,CHIRINOS,CHIRINOS,,,1.0,
10213,0609050005,Entel Perú S.A.,CAJAMARCA,SAN IGNACIO,NAMBALLE,LAS ABEJAS,,,2.0,
10214,0610010027,Entel Perú S.A.,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,MOLLORCO,1.0,1.0,2.0,
10215,0610060061,Entel Perú S.A.,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,LAS PAMPAS,,1.0,2.0,
10216,0611010001,Entel Perú S.A.,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,SAN MIGUEL DE PALLAQUES,,,1.0,
10217,0611010069,Entel Perú S.A.,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,LA CRUZ,1.0,1.0,1.0,
10218,0612010021,Entel Perú S.A.,CAJAMARCA,SAN PABLO,SAN PABLO,SOGOMAYO,,1.0,1.0,
10219,0613010001,Entel Perú S.A.,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,SANTA CRUZ DE SUCCHABAMBA,1.0,1.0,2.0,
10220,0613100002,Entel Perú S.A.,CAJAMARCA,SANTA CRUZ,UTICYACU,SANGACHE,,,1.0,
10221,0701010001,Entel Perú S.A.,CALLAO,CALLAO,CALLAO,CALLAO,,,141.0,1.0
10222,0701020001,Entel Perú S.A.,CALLAO,CALLAO,BELLAVISTA,BELLAVISTA,,,30.0,
10223,0701030001,Entel Perú S.A.,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,CARMEN DE LA LEGUA REYNOSO,,,8.0,
10224,0701040001,Entel Perú S.A.,CALLAO,CALLAO,LA PERLA,LA PERLA,,,13.0,
10225,0701050001,Entel Perú S.A.,CALLAO,CALLAO,LA PUNTA,LA PUNTA,,,5.0,1.0
10226,0701060001,Entel Perú S.A.,CALLAO,CALLAO,VENTANILLA,VENTANILLA,,,90.0,
10227,0701070001,Entel Perú S.A.,CALLAO,CALLAO,MI PERU,MI PERU,,,11.0,
10228,0801010001,Entel Perú S.A.,CUSCO,CUSCO,CUSCO,CUSCO,,5.0,39.0,
10229,0801010040,Entel Perú S.A.,CUSCO,CUSCO,CUSCO,KELLO KAKA,,,2.0,
10230,0801030025,Entel Perú S.A.,CUSCO,CUSCO,POROY,NUEVO HORIZONTE,1.0,1.0,2.0,
10231,0801040001,Entel Perú S.A.,CUSCO,CUSCO,SAN JERONIMO,SAN JERONIMO,,2.0,8.0,
10232,0801040031,Entel Perú S.A.,CUSCO,CUSCO,SAN JERONIMO,ALTIVA CANAS,,,2.0,
10233,0801040035,Entel Perú S.A.,CUSCO,CUSCO,SAN JERONIMO,LA ARAPITA SAN LUIS,,,3.0,
10234,0801040040,Entel Perú S.A.,CUSCO,CUSCO,SAN JERONIMO,LA ARAPITA,,,2.0,
10235,0801050001,Entel Perú S.A.,CUSCO,CUSCO,SAN SEBASTIAN,SAN SEBASTIAN,,4.0,20.0,
10236,0801050022,Entel Perú S.A.,CUSCO,CUSCO,SAN SEBASTIAN,SUCSOAUCAYLLE,,,1.0,
10237,0801060001,Entel Perú S.A.,CUSCO,CUSCO,SANTIAGO,SANTIAGO,,1.0,18.0,
10238,0801060006,Entel Perú S.A.,CUSCO,CUSCO,SANTIAGO,KUYCHIRO,,,4.0,
10239,0801070003,Entel Perú S.A.,CUSCO,CUSCO,SAYLLA,HUAYLLAR SORAMA,,1.0,1.0,
10240,0801080001,Entel Perú S.A.,CUSCO,CUSCO,WANCHAQ,WANCHAQ,,,22.0,1.0
10241,0802040018,Entel Perú S.A.,CUSCO,ACOMAYO,MOSOC LLACTA,SINGUÑA,,1.0,1.0,
10242,0802050013,Entel Perú S.A.,CUSCO,ACOMAYO,POMACANCHI,SAN JOSE DE CONCHACALLA,,,1.0,
10243,0802070013,Entel Perú S.A.,CUSCO,ACOMAYO,SANGARARA,MARCACONGA,,1.0,1.0,
10244,0803010001,Entel Perú S.A.,CUSCO,ANTA,ANTA,ANTA,,1.0,2.0,
10245,0803010058,Entel Perú S.A.,CUSCO,ANTA,ANTA,HOSPITAL PAMPA,,1.0,2.0,
10246,0803020052,Entel Perú S.A.,CUSCO,ANTA,ANCAHUASI,SANTA LUCIA,,1.0,1.0,
10247,0803040014,Entel Perú S.A.,CUSCO,ANTA,CHINCHAYPUJIO,HATUNHUAYLLA,,1.0,2.0,
10248,0803040065,Entel Perú S.A.,CUSCO,ANTA,CHINCHAYPUJIO,HUAYUNCA,,1.0,2.0,
10249,0803050025,Entel Perú S.A.,CUSCO,ANTA,HUAROCONDO,CALLAN,1.0,1.0,1.0,
10250,0803080001,Entel Perú S.A.,CUSCO,ANTA,PUCYURA,PUCYURA,,1.0,1.0,
10251,0804010001,Entel Perú S.A.,CUSCO,CALCA,CALCA,CALCA,1.0,1.0,2.0,
10252,0804010159,Entel Perú S.A.,CUSCO,CALCA,CALCA,SAN JOSE,1.0,1.0,2.0,
10253,0804030001,Entel Perú S.A.,CUSCO,CALCA,LAMAY,LAMAY,,,1.0,
10254,0804050017,Entel Perú S.A.,CUSCO,CALCA,PISAC,ROYAL INCA,,1.0,2.0,
10255,0804050062,Entel Perú S.A.,CUSCO,CALCA,PISAC,NUEVA ESPERANZA,,1.0,2.0,
10256,0804070001,Entel Perú S.A.,CUSCO,CALCA,TARAY,TARAY,,1.0,1.0,
10257,0804070005,Entel Perú S.A.,CUSCO,CALCA,TARAY,CCALLA RAYAN,,1.0,2.0,
10258,0804070011,Entel Perú S.A.,CUSCO,CALCA,TARAY,LLAQQUEPATA,,1.0,1.0,
10259,0805010025,Entel Perú S.A.,CUSCO,CANAS,YANAOCA,QUELLORAQUE,,,1.0,
10260,0805060003,Entel Perú S.A.,CUSCO,CANAS,PAMPAMARCA,TINTACMARCA,,1.0,1.0,
10261,0806010001,Entel Perú S.A.,CUSCO,CANCHIS,SICUANI,SICUANI,,1.0,2.0,
10262,0806010062,Entel Perú S.A.,CUSCO,CANCHIS,SICUANI,URAYPAMPA,,1.0,2.0,
10263,0806020057,Entel Perú S.A.,CUSCO,CANCHIS,CHECACUPE,HUANCANE,,1.0,1.0,
10264,0806050001,Entel Perú S.A.,CUSCO,CANCHIS,PITUMARCA,PITUMARCA,,,1.0,
10265,0806050096,Entel Perú S.A.,CUSCO,CANCHIS,PITUMARCA,HUATABAMBA,,,1.0,
10266,0806060001,Entel Perú S.A.,CUSCO,CANCHIS,SAN PABLO,SAN PABLO,,1.0,2.0,
10267,0806080001,Entel Perú S.A.,CUSCO,CANCHIS,TINTA,TINTA,,1.0,1.0,
10268,0807010001,Entel Perú S.A.,CUSCO,CHUMBIVILCAS,SANTO TOMAS,SANTO TOMAS,,,1.0,
10269,0808010001,Entel Perú S.A.,CUSCO,ESPINAR,ESPINAR,YAURI,1.0,2.0,4.0,
10270,0808010153,Entel Perú S.A.,CUSCO,ESPINAR,ESPINAR,CONDOR SAYANA,1.0,1.0,1.0,
10271,0809010001,Entel Perú S.A.,CUSCO,LA CONVENCION,SANTA ANA,QUILLABAMBA,,1.0,4.0,
10272,0809010033,Entel Perú S.A.,CUSCO,LA CONVENCION,SANTA ANA,AMERICA,,1.0,1.0,
10273,0809010088,Entel Perú S.A.,CUSCO,LA CONVENCION,SANTA ANA,IPOLITAYOC,,1.0,2.0,
10274,0809020001,Entel Perú S.A.,CUSCO,LA CONVENCION,ECHARATE,ECHARATE,,1.0,1.0,
10275,0809080001,Entel Perú S.A.,CUSCO,LA CONVENCION,SANTA TERESA,SANTA TERESA,,1.0,1.0,
10276,0809090044,Entel Perú S.A.,CUSCO,LA CONVENCION,VILCABAMBA,HUACAVELANA,,1.0,1.0,
10277,0810010073,Entel Perú S.A.,CUSCO,PARURO,PARURO,ASCAN CHICO,,,1.0,
10278,0810030021,Entel Perú S.A.,CUSCO,PARURO,CCAPI,MISKA,,1.0,1.0,
10279,0811010178,Entel Perú S.A.,CUSCO,PAUCARTAMBO,PAUCARTAMBO,HUAYRACCASA,,1.0,2.0,
10280,0811040028,Entel Perú S.A.,CUSCO,PAUCARTAMBO,COLQUEPATA,KUCYA,,1.0,1.0,
10281,0811050001,Entel Perú S.A.,CUSCO,PAUCARTAMBO,HUANCARANI,HUANCARANI,1.0,1.0,1.0,
10282,0812010001,Entel Perú S.A.,CUSCO,QUISPICANCHI,URCOS,URCOS,,,1.0,
10283,0812010012,Entel Perú S.A.,CUSCO,QUISPICANCHI,URCOS,MICCAY,,1.0,1.0,
10284,0812020001,Entel Perú S.A.,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,ANDAHUAYLILLAS,,1.0,1.0,
10285,0812070040,Entel Perú S.A.,CUSCO,QUISPICANCHI,HUARO,PUCUTO 2,,1.0,1.0,
10286,0812100008,Entel Perú S.A.,CUSCO,QUISPICANCHI,OCONGATE,HUECCOUNO,,1.0,2.0,
10287,0812100022,Entel Perú S.A.,CUSCO,QUISPICANCHI,OCONGATE,CCOÑAMURO,,,1.0,
10288,0812110012,Entel Perú S.A.,CUSCO,QUISPICANCHI,OROPESA,HUASAO,,1.0,1.0,
10289,0812110028,Entel Perú S.A.,CUSCO,QUISPICANCHI,OROPESA,TORIBIO PUGIO,,1.0,1.0,
10290,0812110036,Entel Perú S.A.,CUSCO,QUISPICANCHI,OROPESA,CAMICANCHI,,1.0,1.0,
10291,0812120021,Entel Perú S.A.,CUSCO,QUISPICANCHI,QUIQUIJANA,CALLACUNCA,1.0,1.0,,
10292,0813010001,Entel Perú S.A.,CUSCO,URUBAMBA,URUBAMBA,URUBAMBA,,3.0,6.0,
10293,0813010014,Entel Perú S.A.,CUSCO,URUBAMBA,URUBAMBA,HUASCARAY,,1.0,2.0,
10294,0813010016,Entel Perú S.A.,CUSCO,URUBAMBA,URUBAMBA,PACCHAC,,1.0,2.0,
10295,0813020001,Entel Perú S.A.,CUSCO,URUBAMBA,CHINCHERO,CHINCHERO,,1.0,,
10296,0813020013,Entel Perú S.A.,CUSCO,URUBAMBA,CHINCHERO,LLAULLIKASA,,,1.0,
10297,0813030010,Entel Perú S.A.,CUSCO,URUBAMBA,HUAYLLABAMBA,HUAYRACPUNCO,,1.0,,
10298,0813030027,Entel Perú S.A.,CUSCO,URUBAMBA,HUAYLLABAMBA,HUAMPONCCA,,1.0,1.0,
10299,0813040001,Entel Perú S.A.,CUSCO,URUBAMBA,MACHUPICCHU,MACHUPICCHU,,,2.0,
10300,0813040007,Entel Perú S.A.,CUSCO,URUBAMBA,MACHUPICCHU,PUENTE RUINAS,,,2.0,
10301,0813050038,Entel Perú S.A.,CUSCO,URUBAMBA,MARAS,AMANTOY,,1.0,2.0,
10302,0813060086,Entel Perú S.A.,CUSCO,URUBAMBA,OLLANTAYTAMBO,BANDOLISTA,,1.0,,
10303,0901010001,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,,,3.0,
10304,0901010025,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,PAMPACHACRA,,,1.0,
10305,0901010027,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,CHACCLLATACANA,,,2.0,
10306,0901030188,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,ACORIA,PUEBLO LIBRE,1.0,1.0,1.0,
10307,0901170001,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,YAULI,YAULI,1.0,,2.0,
10308,0901170105,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,YAULI,TUNSU,,1.0,2.0,
10309,0901180001,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,ASCENSION,ASCENSION,,,2.0,
10310,0901180013,Entel Perú S.A.,HUANCAVELICA,HUANCAVELICA,ASCENSION,CALLQUI GRANDE,,,1.0,
10311,0902010021,Entel Perú S.A.,HUANCAVELICA,ACOBAMBA,ACOBAMBA,CCARABAMBA,,,2.0,
10312,0902060001,Entel Perú S.A.,HUANCAVELICA,ACOBAMBA,PAUCARA,PAUCARA,,,1.0,
10313,0902060083,Entel Perú S.A.,HUANCAVELICA,ACOBAMBA,PAUCARA,PUTACCA PAMPA,,1.0,2.0,
10314,0902080007,Entel Perú S.A.,HUANCAVELICA,ACOBAMBA,ROSARIO,HUAYHUANCCA,,1.0,1.0,
10315,0902080059,Entel Perú S.A.,HUANCAVELICA,ACOBAMBA,ROSARIO,TINQUERPATA,,1.0,2.0,
10316,0903010001,Entel Perú S.A.,HUANCAVELICA,ANGARAES,LIRCAY,LIRCAY,,1.0,2.0,
10317,0903040024,Entel Perú S.A.,HUANCAVELICA,ANGARAES,CCOCHACCASA,JULCANI,,1.0,1.0,
10318,0904010001,Entel Perú S.A.,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CASTROVIRREYNA,,,1.0,
10319,0905010048,Entel Perú S.A.,HUANCAVELICA,CHURCAMPA,CHURCAMPA,HUACCRA PUQUIO,,1.0,1.0,
10320,0906010001,Entel Perú S.A.,HUANCAVELICA,HUAYTARA,HUAYTARA,HUAYTARA,,1.0,1.0,
10321,0907010001,Entel Perú S.A.,HUANCAVELICA,TAYACAJA,PAMPAS,PAMPAS,,1.0,2.0,
10322,0907010044,Entel Perú S.A.,HUANCAVELICA,TAYACAJA,PAMPAS,SALAHUASI,,1.0,2.0,
10323,0907020009,Entel Perú S.A.,HUANCAVELICA,TAYACAJA,ACOSTAMBO,LIULE,,1.0,1.0,
10324,0907040023,Entel Perú S.A.,HUANCAVELICA,TAYACAJA,AHUAYCHA,CONOCC,,1.0,2.0,
10325,0907060025,Entel Perú S.A.,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,RUNDO,,,1.0,
10326,1001010001,Entel Perú S.A.,HUANUCO,HUANUCO,HUANUCO,HUANUCO,,1.0,19.0,
10327,1001020039,Entel Perú S.A.,HUANUCO,HUANUCO,AMARILIS,LA PEDROSA,,1.0,2.0,
10328,1001020076,Entel Perú S.A.,HUANUCO,HUANUCO,AMARILIS,TALLAMONTE,,,2.0,
10329,1001030171,Entel Perú S.A.,HUANUCO,HUANUCO,CHINCHAO,MAGRISH,,1.0,1.0,
10330,1001040027,Entel Perú S.A.,HUANUCO,HUANUCO,CHURUBAMBA,BOMBONCOCHA,,1.0,1.0,
10331,1001040061,Entel Perú S.A.,HUANUCO,HUANUCO,CHURUBAMBA,TEMBLADERA,1.0,1.0,1.0,
10332,1001070019,Entel Perú S.A.,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CUNYAG (CUNYAC),,1.0,1.0,
10333,1001090083,Entel Perú S.A.,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,MIRACHI,,1.0,,
10334,1001110005,Entel Perú S.A.,HUANUCO,HUANUCO,PILLCO MARCA,YANAG,,1.0,2.0,
10335,1001120004,Entel Perú S.A.,HUANUCO,HUANUCO,YACUS,RAYANUCRO,1.0,,1.0,
10336,1002010001,Entel Perú S.A.,HUANUCO,AMBO,AMBO,AMBO,,,2.0,
10337,1002010087,Entel Perú S.A.,HUANUCO,AMBO,AMBO,HUANCAPATA,1.0,,1.0,
10338,1002050190,Entel Perú S.A.,HUANUCO,AMBO,HUACAR,LOMAS GRANDE,,,1.0,
10339,1002080022,Entel Perú S.A.,HUANUCO,AMBO,TOMAY KICHWA,MOLINORAGRA,,1.0,,
10340,1003170041,Entel Perú S.A.,HUANUCO,DOS DE MAYO,RIPAN,PORVENIR,,,2.0,
10341,1004010124,Entel Perú S.A.,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,PUCAPAMPA,,,1.0,
10342,1005010001,Entel Perú S.A.,HUANUCO,HUAMALIES,LLATA,LLATA,,,2.0,
10343,1005090075,Entel Perú S.A.,HUANUCO,HUAMALIES,PUÑOS,SAN MATEO,,,1.0,
10344,1006010001,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,RUPA-RUPA,TINGO MARIA,,5.0,,
10345,1006010036,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,RUPA-RUPA,JOSE OLAYA,1.0,1.0,,
10346,1006010037,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,RUPA-RUPA,JACINTILLO,,1.0,,
10347,1006020024,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,HUAYHUANTE,,1.0,,
10348,1006040001,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,,1.0,,
10349,1006050013,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,LUYANDO,MARONA,,1.0,,
10350,1006050032,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,LUYANDO,SINAI,,1.0,1.0,
10351,1006060025,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,BUENOS AIRES,,1.0,1.0,
10352,1006060041,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,HUARAZ,,1.0,,
10353,1006060056,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,LA PERLA,,,1.0,
10354,1006080001,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,CASTILLO GRANDE,,1.0,,
10355,1006080021,Entel Perú S.A.,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,PICURAYACU BAJO,,1.0,1.0,
10356,1007010001,Entel Perú S.A.,HUANUCO,MARAÑON,HUACRACHUCO,HUACRACHUCO,,1.0,1.0,
10357,1007040001,Entel Perú S.A.,HUANUCO,MARAÑON,LA MORADA,LA MORADA,,,2.0,
10358,1008010001,Entel Perú S.A.,HUANUCO,PACHITEA,PANAO,PANAO,,1.0,2.0,
10359,1008020108,Entel Perú S.A.,HUANUCO,PACHITEA,CHAGLLA,PALTA CRUZ,,,1.0,
10360,1008040026,Entel Perú S.A.,HUANUCO,PACHITEA,UMARI,SHALLA,1.0,1.0,1.0,
10361,1009010001,Entel Perú S.A.,HUANUCO,PUERTO INCA,PUERTO INCA,PUERTO INCA,,1.0,1.0,
10362,1010010001,Entel Perú S.A.,HUANUCO,LAURICOCHA,JESUS,JESUS,,,1.0,
10363,1011020025,Entel Perú S.A.,HUANUCO,YAROWILCA,CAHUAC,CUCAMACHAY,,,1.0,
10364,1101010001,Entel Perú S.A.,ICA,ICA,ICA,ICA,1.0,3.0,55.0,
10365,1101010004,Entel Perú S.A.,ICA,ICA,ICA,RANCHERIA HUACACHINA,,,2.0,
10366,1101010005,Entel Perú S.A.,ICA,ICA,ICA,SAN JORGE,,,3.0,
10367,1101010006,Entel Perú S.A.,ICA,ICA,ICA,MARA,,,1.0,
10368,1101020001,Entel Perú S.A.,ICA,ICA,LA TINGUIÑA,LA TINGUIÑA,,1.0,4.0,
10369,1101020029,Entel Perú S.A.,ICA,ICA,LA TINGUIÑA,LA LOPEZ,,,2.0,
10370,1101030003,Entel Perú S.A.,ICA,ICA,LOS AQUIJES,VILLA VALVERDE,,1.0,2.0,
10371,1101030017,Entel Perú S.A.,ICA,ICA,LOS AQUIJES,EL ARENAL,,1.0,3.0,
10372,1101030022,Entel Perú S.A.,ICA,ICA,LOS AQUIJES,GARGANTO,,,2.0,
10373,1101030027  ,Entel Perú S.A.,ICA ,ICA , LOS AQUIJES,LOS PISCONTES  ,,,1.0,
10374,1101050001,Entel Perú S.A.,ICA,ICA,PACHACUTEC,PAMPA DE TATE,,,3.0,
10375,1101060001,Entel Perú S.A.,ICA,ICA,PARCONA,PARCONA,,1.0,9.0,
10376,1101060010,Entel Perú S.A.,ICA,ICA,PARCONA,ACOMAYO,,1.0,5.0,
10377,1101070021,Entel Perú S.A.,ICA,ICA,PUEBLO NUEVO,YAJASI,1.0,1.0,3.0,
10378,1101080001,Entel Perú S.A.,ICA,ICA,SALAS,GUADALUPE,,1.0,2.0,
10379,1101080057,Entel Perú S.A.,ICA,ICA,SALAS,YEN GEN,,,2.0,
10380,1101080071,Entel Perú S.A.,ICA,ICA,SALAS,CERRO PRIETO,1.0,1.0,3.0,
10381,1101080102,Entel Perú S.A.,ICA,ICA,SALAS,AQUINO,1.0,1.0,3.0,
10382,1101080114,Entel Perú S.A.,ICA,ICA,SALAS,SAN JUDAS TADEO,1.0,1.0,1.0,
10383,1101080178,Entel Perú S.A.,ICA,ICA,SALAS,TOÑUZ,1.0,1.0,2.0,
10384,1101080191,Entel Perú S.A.,ICA,ICA,SALAS,OLI PERU,1.0,1.0,1.0,
10385,1101090001,Entel Perú S.A.,ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE LOS MOLINOS,1.0,1.0,,
10386,1101090030,Entel Perú S.A.,ICA,ICA,SAN JOSE DE LOS MOLINOS,SANTA ROSA NORTE,,1.0,1.0,
10387,1101100001,Entel Perú S.A.,ICA,ICA,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,,1.0,2.0,
10388,1101100012,Entel Perú S.A.,ICA,ICA,SAN JUAN BAUTISTA,EL CARMEN,,1.0,3.0,
10389,1101100043,Entel Perú S.A.,ICA,ICA,SAN JUAN BAUTISTA,FONAVI (LA ANGOSTURA),,2.0,3.0,
10390,1101110001,Entel Perú S.A.,ICA,ICA,SANTIAGO,SANTIAGO,,1.0,3.0,
10391,1101110016,Entel Perú S.A.,ICA,ICA,SANTIAGO,CASA BLANCA,,1.0,3.0,
10392,1101110052,Entel Perú S.A.,ICA,ICA,SANTIAGO,LA COLMENA,,1.0,,
10393,1101110062,Entel Perú S.A.,ICA,ICA,SANTIAGO,ANAN SANTA ANAN Y LUREN,,1.0,,
10394,1101110064,Entel Perú S.A.,ICA,ICA,SANTIAGO,NUEVA GENERACION,1.0,1.0,2.0,
10395,1101120001,Entel Perú S.A.,ICA,ICA,SUBTANJALLA,SUBTANJALLA,,2.0,4.0,
10396,1101120005,Entel Perú S.A.,ICA,ICA,SUBTANJALLA,YANQUIZA,,1.0,1.0,
10397,1102010001,Entel Perú S.A.,ICA,CHINCHA,CHINCHA ALTA,CHINCHA ALTA,1.0,4.0,33.0,
10398,1102020001,Entel Perú S.A.,ICA,CHINCHA,ALTO LARAN,ALTO LARAN,1.0,1.0,3.0,
10399,1102020029,Entel Perú S.A.,ICA,CHINCHA,ALTO LARAN,CASA GRANDE,1.0,2.0,4.0,
10400,1102020047,Entel Perú S.A.,ICA,CHINCHA,ALTO LARAN,HUANABANO,1.0,1.0,2.0,
10401,1102040001,Entel Perú S.A.,ICA,CHINCHA,CHINCHA BAJA,CHINCHA BAJA,,1.0,3.0,
10402,1102040021,Entel Perú S.A.,ICA,CHINCHA,CHINCHA BAJA,SANTA TERESA,,1.0,2.0,
10403,1102040041,Entel Perú S.A.,ICA,CHINCHA,CHINCHA BAJA,SAN MATIAS,1.0,1.0,2.0,
10404,1102050001,Entel Perú S.A.,ICA,CHINCHA,EL CARMEN,EL CARMEN,,,1.0,
10405,1102050002,Entel Perú S.A.,ICA,CHINCHA,EL CARMEN,CONTA GRANDE,,,1.0,
10406,1102050011,Entel Perú S.A.,ICA,CHINCHA,EL CARMEN,SAN LUIS,1.0,1.0,1.0,
10407,1102050015,Entel Perú S.A.,ICA,CHINCHA,EL CARMEN,CHAMORRO,1.0,1.0,1.0,
10408,1102060001,Entel Perú S.A.,ICA,CHINCHA,GROCIO PRADO,SAN PEDRO,,2.0,7.0,
10409,1102060036,Entel Perú S.A.,ICA,CHINCHA,GROCIO PRADO,SAN ANTONIO,,1.0,2.0,
10410,1102060054,Entel Perú S.A.,ICA,CHINCHA,GROCIO PRADO,NADINE HEREDIA ALARCON,,,1.0,
10411,1102070001,Entel Perú S.A.,ICA,CHINCHA,PUEBLO NUEVO,PUEBLO NUEVO,,,16.0,
10412,1102100001,Entel Perú S.A.,ICA,CHINCHA,SUNAMPE,SUNAMPE,,1.0,8.0,
10413,1102100003,Entel Perú S.A.,ICA,CHINCHA,SUNAMPE,SANTA FE,,1.0,4.0,
10414,1102109001,Entel Perú S.A.,ICA,CHINCHA,SUNAMPE,GUAYABO,,,2.0,
10415,1102110001,Entel Perú S.A.,ICA,CHINCHA,TAMBO DE MORA,TAMBO DE MORA,,1.0,2.0,
10416,1103010001,Entel Perú S.A.,ICA,NASCA,NASCA,NASCA,,2.0,3.0,
10417,1103010034,Entel Perú S.A.,ICA,NASCA,NASCA,LOS PAREDONES,,1.0,1.0,
10418,1103010062,Entel Perú S.A.,ICA,NASCA,NASCA,SAN LUIS PAJONAL,,1.0,,
10419,1103030041,Entel Perú S.A.,ICA,NASCA,EL INGENIO,SAN ANTONIO DE PADUA,,1.0,1.0,
10420,1103040001,Entel Perú S.A.,ICA,NASCA,MARCONA,SAN JUAN,,,2.0,
